in s,C1 in V
-5.62074E-04,3.41797E-03
-5.62070E-04,-1.46484E-03
-5.62066E-04,1.31836E-02
-5.62062E-04,1.31836E-02
-5.62058E-04,-1.46484E-03
-5.62054E-04,1.31836E-02
-5.62050E-04,3.41797E-03
-5.62046E-04,-1.46484E-03
-5.62042E-04,-1.46484E-03
-5.62038E-04,3.41797E-03
-5.62034E-04,8.30078E-03
-5.62030E-04,-1.46484E-03
-5.62026E-04,1.31836E-02
-5.62022E-04,3.41797E-03
-5.62018E-04,-1.12305E-02
-5.62014E-04,-2.09961E-02
-5.62010E-04,-6.34766E-03
-5.62006E-04,-1.46484E-03
-5.62002E-04,8.30078E-03
-5.61998E-04,-1.46484E-03
-5.61994E-04,3.41797E-03
-5.61990E-04,8.30078E-03
-5.61986E-04,-6.34766E-03
-5.61982E-04,-1.46484E-03
-5.61978E-04,-6.34766E-03
-5.61974E-04,3.41797E-03
-5.61970E-04,8.30078E-03
-5.61966E-04,-2.09961E-02
-5.61962E-04,8.30078E-03
-5.61958E-04,3.41797E-03
-5.61954E-04,3.41797E-03
-5.61950E-04,1.31836E-02
-5.61946E-04,-1.46484E-03
-5.61942E-04,-1.12305E-02
-5.61938E-04,-1.12305E-02
-5.61934E-04,-1.46484E-03
-5.61930E-04,3.41797E-03
-5.61926E-04,-1.46484E-03
-5.61922E-04,3.41797E-03
-5.61918E-04,1.31836E-02
-5.61914E-04,8.30078E-03
-5.61910E-04,-1.46484E-03
-5.61906E-04,8.30078E-03
-5.61902E-04,-1.46484E-03
